scenario_id,replacement_scope,destination_definition,facility_record_count,facility_weight_rule,source_version,beta_per_min,walking_speed_mps,dong_name,demand_index,ri_mean,cag,bus_inefficiency_raw,facility_dispersion_mean_m,dss_raw,dss_01,rank_global,rank_eligible,top8_eligible,baseline_ri_mean,baseline_cag,baseline_facility_dispersion_mean_m,baseline_dss_raw,baseline_rank_global,baseline_rank_eligible,baseline_top8_eligible,ri_change_vs_baseline,cag_change_vs_baseline,facility_dispersion_change_m,rank_global_change
baseline_medical,baseline_medical,HIRA 병의원·약국 직선보행 대리층,1893,기존 의료 가중(1.0/1.0),HIRA mixed snapshot baseline,0.1,0.8,관산동,0.1500954406277719,2.4993253459689755,1.2274261933978212,0.0001069583515347,834.2584241105883,0.9164599657340404,0.7098788082239726,7,6,True,2.4993253459689755,1.2274261933978212,834.2584241105883,0.9164599657340404,7,6,True,0.0,0.0,0.0,0
baseline_medical,baseline_medical,HIRA 병의원·약국 직선보행 대리층,1893,기존 의료 가중(1.0/1.0),HIRA mixed snapshot baseline,0.1,0.8,행주동,-0.0078915205836514,8.694980334077634,0.7904260084118929,0.0001883098010287,1358.4192868361513,0.9711354349229713,0.7260478729607371,6,5,True,8.694980334077634,0.7904260084118929,1358.4192868361513,0.9711354349229713,6,5,True,0.0,0.0,0.0,0
baseline_medical,baseline_medical,HIRA 병의원·약국 직선보행 대리층,1893,기존 의료 가중(1.0/1.0),HIRA mixed snapshot baseline,0.1,0.8,대화동,-0.351512429196386,37.23243223817021,-0.7515588512758407,2.002485221552675e-05,289.2582390525824,-0.7985994145303088,0.20268780358777294,38,35,False,37.23243223817021,-0.7515588512758407,289.2582390525824,-0.7985994145303088,38,35,False,0.0,0.0,0.0,0
partial_senior_centers,partial_facility_term_only,경로당 공개 좌표 대리층,585,각 레코드 동일가중; 최근거리만 사용,2025-06-30 공개좌표 585건,0.1,0.8,관산동,0.1500954406277719,2.4993253459689755,1.2274261933978212,0.0001069583515347,530.5072374203055,0.998447984461268,0.7240211534894653,5,4,True,2.4993253459689755,1.2274261933978212,834.2584241105883,0.9164599657340404,7,6,True,0.0,0.0,-303.7511866902828,-2
partial_senior_centers,partial_facility_term_only,경로당 공개 좌표 대리층,585,각 레코드 동일가중; 최근거리만 사용,2025-06-30 공개좌표 585건,0.1,0.8,행주동,-0.0078915205836514,8.694980334077634,0.7904260084118929,0.0001883098010287,641.0833529928959,0.9916383593007491,0.7219938931582879,6,5,True,8.694980334077634,0.7904260084118929,1358.4192868361513,0.9711354349229713,6,5,True,0.0,0.0,-717.3359338432554,0
partial_senior_centers,partial_facility_term_only,경로당 공개 좌표 대리층,585,각 레코드 동일가중; 최근거리만 사용,2025-06-30 공개좌표 585건,0.1,0.8,대화동,-0.351512429196386,37.23243223817021,-0.7515588512758407,2.002485221552675e-05,294.5260057129069,-0.7480809420610657,0.2040705355728299,38,35,False,37.23243223817021,-0.7515588512758407,289.2582390525824,-0.7985994145303088,38,35,False,0.0,0.0,5.267766660324526,0
full_senior_centers,full_cag_and_facility_term,경로당 공개 좌표 대리층,585,각 레코드 동일가중,2025-06-30 공개좌표 585건,0.1,0.8,관산동,0.1500954406277719,1.2948971130945268,1.212782728810439,0.0001069583515347,530.5072374203055,1.0624122293757627,0.7749355083269921,4,3,True,2.4993253459689755,1.2274261933978212,834.2584241105883,0.9164599657340404,7,6,True,-1.2044282328744487,-0.014643464587382304,-303.7511866902828,-3
full_senior_centers,full_cag_and_facility_term,경로당 공개 좌표 대리층,585,각 레코드 동일가중,2025-06-30 공개좌표 585건,0.1,0.8,행주동,-0.0078915205836514,3.2270906350138966,0.7012675953049942,0.0001883098010287,641.0833529928959,0.973831571991059,0.7521029082298814,7,6,True,8.694980334077634,0.7904260084118929,1358.4192868361513,0.9711354349229713,6,5,True,-5.467889699063738,-0.08915841310689876,-717.3359338432554,1
full_senior_centers,full_cag_and_facility_term,경로당 공개 좌표 대리층,585,각 레코드 동일가중,2025-06-30 공개좌표 585건,0.1,0.8,대화동,-0.351512429196386,9.299316842989057,-0.7188285423755976,2.002485221552675e-05,294.5260057129069,-0.769661513569688,0.30269914932799497,40,37,False,37.23243223817021,-0.7515588512758407,289.2582390525824,-0.7985994145303088,38,35,False,-27.933115395181154,0.03273030890024309,5.267766660324526,2
partial_senior_welfare_centers,partial_facility_term_only,노인복지관 공개 좌표 대리층,3,각 레코드 동일가중; 최근거리만 사용,2026-02-27 공개좌표 3건,0.1,0.8,관산동,0.1500954406277719,2.4993253459689755,1.2274261933978212,0.0001069583515347,7291.23822269407,1.2242097379656125,0.7739755769578274,3,2,True,2.4993253459689755,1.2274261933978212,834.2584241105883,0.9164599657340404,7,6,True,0.0,0.0,6456.979798583481,-4
